record_id,function_code,function_name,market_layer,market_category,vendor,product_or_suite,job_profile_ids,job_tasks,work_products,module_or_tool,source_url,verified_date,research_status
AEC-007,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Structural analysis / design,Computers and Structures Inc.,ETABS,,Building structural analysis and design,Analysis models; calculations; design results,,https://www.csiamerica.com/products/etabs,2026-09-21,DISCOVERY_SEED
AEC-008,F05;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,BIM coordination / assurance,Autodesk,Navisworks,CBE-JP-003;CBE-JP-009;CBE-JP-018;CBE-JP-024,Model aggregation; clash detection; review; 4D simulation,Federated models; clashes; viewpoints; simulations,,https://www.autodesk.com/products/navisworks/overview,2026-09-21,DISCOVERY_SEED
AEC-009,F13;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,BIM coordination / assurance,Solibri,Solibri,,Rule-based model checking; BIM quality assurance,Model-check results; issues; assurance evidence,,https://www.solibri.com/,2026-09-21,DISCOVERY_SEED
AEC-010,F13;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,BIM coordination / assurance,Revizto,Revizto,,Model / drawing coordination and issue management,Coordination issues; review evidence,,https://revizto.com/,2026-09-21,DISCOVERY_SEED
AEC-011,F05;F17;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,Geospatial / GIS,Esri,ArcGIS,CBE-JP-015;CBE-JP-043;CBE-JP-050,GIS data management; mapping; spatial analysis,Maps; layers; datasets; spatial analyses,,https://www.esri.com/en-us/arcgis/about-arcgis/overview,2026-09-21,DISCOVERY_SEED
AEC-012,F05;F17;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,Geospatial / GIS,QGIS Project,QGIS,CBE-JP-015;CBE-JP-043;CBE-JP-050,GIS editing; mapping; spatial analysis,Maps; layers; datasets,,https://qgis.org/,2026-09-21,DISCOVERY_SEED
AEC-013,F13;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,PDF / drawing review,Bluebeam,Revu,CBE-JP-003;CBE-JP-010;CBE-JP-024;CBE-JP-034;CBE-JP-060,Technical markup; measurement; review; collaboration,Marked-up drawings; measurements; review comments,,https://www.bluebeam.com/revu/,2026-09-21,DISCOVERY_SEED
AEC-014,F07;F14;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Estimating / take-off,RIB,CostX,CBE-JP-034;CBE-JP-060,2D / BIM take-off; estimating; cost planning,Take-offs; estimates; cost plans,,https://www.rib-software.com/en/rib-costx,2026-09-21,DISCOVERY_SEED
AEC-015,F07;F14;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Estimating / take-off,RIB,Candy,CBE-JP-034;CBE-JP-060,Estimating; planning; project control,Estimates; BOQs; resource build-ups,,https://www.rib-software.com/,2026-09-21,DISCOVERY_SEED
AEC-016,F07;F14;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Estimating / take-off,Autodesk,Autodesk Takeoff,CBE-JP-034;CBE-JP-060,2D / 3D quantity take-off,Quantities; take-off packages,,https://construction.autodesk.com/products/autodesk-takeoff/,2026-09-21,DISCOVERY_SEED
AEC-017,F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Planning / scheduling,Oracle,Primavera P6,CBE-JP-024;CBE-JP-027,Critical-path scheduling; resource and progress control,Programmes; baselines; updates; forecasts,,https://www.oracle.com/construction-engineering/primavera-p6/,2026-09-21,DISCOVERY_SEED
AEC-018,F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Planning / scheduling,Elecosoft,Asta Powerproject,CBE-JP-024;CBE-JP-027,Construction planning and scheduling,Programmes; baselines; progress updates,,https://www.elecosoft.com/products/powerproject/,2026-09-21,DISCOVERY_SEED
AEC-019,F19;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Contract administration,Thinkproject,CEMAR,CBE-JP-022;CBE-JP-060,NEC / FIDIC contract administration; notices; events; communications,Notices; early warnings; compensation events; contractual records,,https://thinkproject.com/products/cemar/,2026-09-21,DISCOVERY_SEED
AEC-020,F19;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Contract / capital programme controls,Oracle,Primavera Unifier,CBE-JP-022;CBE-JP-024;CBE-JP-060,Business processes; cost controls; contracts; capital programme management,Cost records; contracts; workflows; changes; payments,,https://www.oracle.com/construction-engineering/primavera-unifier/,2026-09-21,DISCOVERY_SEED
AEC-021,F13;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,CDE / construction management,Oracle,Aconex,CBE-JP-003;CBE-JP-009;CBE-JP-018;CBE-JP-022;CBE-JP-024,Document control; workflows; correspondence; model coordination,Documents; transmittals; RFIs; workflows; correspondence,,https://www.oracle.com/construction-engineering/aconex/,2026-09-21,DISCOVERY_SEED
AEC-022,F13;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,CDE / construction management,Asite,Asite,,CDE; project controls; information management,Documents; workflows; forms; project records,,https://www.asite.com/,2026-09-21,DISCOVERY_SEED
AEC-023,F13;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Engineering information management,Bentley Systems,ProjectWise,,Engineering document / model management and collaboration,Controlled engineering information; reviews; transmittals,,https://www.bentley.com/software/projectwise/,2026-09-21,DISCOVERY_SEED
AEC-024,F13;F23;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Site / project management,Procore,Procore Platform,CBE-JP-022;CBE-JP-024;CBE-JP-027;CBE-JP-034;CBE-JP-060,Project management; RFIs; submittals; quality; safety; financials,Project records; RFIs; inspections; financial records,,https://www.procore.com/,2026-09-21,DISCOVERY_SEED
AEC-025,F13;F23;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Site / field management,Autodesk,Autodesk Build,CBE-JP-024;CBE-JP-027,Field management; RFIs; submittals; quality; safety; progress,Issues; forms; RFIs; inspections; progress evidence,,https://construction.autodesk.com/products/autodesk-build/,2026-09-21,DISCOVERY_SEED
AEC-026,F13;F23;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Site / field management,Trimble,Field View,CBE-JP-024;CBE-JP-027,Field forms; quality; safety; progress,Inspections; forms; defects; progress records,,https://www.viewpoint.com/en-gb/products/viewpoint-field-view,2026-09-21,DISCOVERY_SEED
AEC-027,F11;F13;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,Fabrication / production,Trimble,Tekla PowerFab,,Steel fabrication management; estimating; production; inventory,Fabrication jobs; production records; stock; shipping,,https://www.tekla.com/products/tekla-powerfab,2026-09-21,DISCOVERY_SEED
AEC-028,F12;F22,Construction & Built Environment cross-functional,CBE_SPECIALIST,Facilities / asset management,IBM,Maximo Application Suite,CBE-JP-025;CBE-JP-035,Asset management; maintenance; work orders; inspections; mobile,Assets; work orders; maintenance history; inspections,,https://www.ibm.com/products/maximo,2026-09-21,DISCOVERY_SEED
AEC-029,F12;F22,Construction & Built Environment cross-functional,CBE_SPECIALIST,Facilities / property / asset management,Planon,Planon IWMS,CBE-JP-035,Real estate; spaces; maintenance; field service; energy,Properties; spaces; assets; work orders; maintenance plans,,https://planonsoftware.com/uk/software/iwms/,2026-09-21,DISCOVERY_SEED
AEC-030,F05;F13;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,PLM / configuration,PTC,Windchill,,Controlled technical definition; BOM; change; configuration; lifecycle,Parts; documents; BOMs; changes; configurations; baselines,,https://www.ptc.com/en/products/windchill,2026-09-21,DISCOVERY_SEED
AEC-031,F05;F11;F13;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,PLM / manufacturing definition,Siemens,Teamcenter,,Product definition; BOM; change; manufacturing planning,Product structures; BOMs; changes; manufacturing plans,,https://www.plm.automation.siemens.com/global/en/products/teamcenter/,2026-09-21,DISCOVERY_SEED
AEC-032,F05;F11;F13;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,PLM / configuration,Dassault Systèmes,ENOVIA / 3DEXPERIENCE,,Product lifecycle; configuration; collaboration; change,Product definition; configurations; changes; approvals,,https://www.3ds.com/products/enovia,2026-09-21,DISCOVERY_SEED
AEC-033,F05;F13;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,PLM / configuration,Aras,Aras Innovator,,PLM; configuration; change; requirements; quality,Items; BOMs; changes; requirements; quality records,,https://www.aras.com/en/platform,2026-09-21,DISCOVERY_SEED
AEC-034,F17;F22;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,Digital twin / infrastructure information,Bentley Systems,iTwin Platform,,Infrastructure digital twin; engineering data federation; visualization,Digital-twin models; change / condition context,,https://www.bentley.com/software/itwin-platform/,2026-09-21,DISCOVERY_SEED
AEC-035,F05;F17;F26;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Landscape / site design,Trimble,SketchUp,CBE-JP-003;CBE-JP-048;CBE-JP-051,3D design and presentation,3D models; drawings; visuals,,https://www.sketchup.com/,2026-09-21,DISCOVERY_SEED
AEC-036,F05;F17;F26,Construction & Built Environment cross-functional,CBE_SPECIALIST,Computational design,Robert McNeel & Associates,Rhino / Grasshopper,CBE-JP-003;CBE-JP-005,3D / parametric / computational design,Geometry; parametric models; scripts,,https://www.rhino3d.com/,2026-09-21,DISCOVERY_SEED
AEC-037,F09;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Preconstruction / tendering,Autodesk,BuildingConnected,CBE-JP-022;CBE-JP-034;CBE-JP-060,Bid management; subcontractor qualification; tendering,Bid packages; invitations; tender returns; supplier records,,https://construction.autodesk.com/products/buildingconnected/,2026-09-21,DISCOVERY_SEED
AEC-038,F10;F11;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,4D construction sequencing,Bentley Systems,SYNCHRO 4D,CBE-JP-024,4D construction planning and simulation,4D models; sequence simulations; progress context,,https://www.bentley.com/software/synchro-4d/,2026-09-21,DISCOVERY_SEED
AEC-039,F22;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Asset / project geospatial,Esri,ArcGIS,,Spatial asset management; field maps; infrastructure context,GIS assets; maps; inspections; spatial records,,https://www.esri.com/en-us/arcgis/about-arcgis/overview,2026-09-21,DISCOVERY_SEED
AEC-040,F13;F23;F27,Construction & Built Environment cross-functional,CBE_SPECIALIST,Inspection / checklist / field evidence,SafetyCulture,iAuditor / SafetyCulture,CBE-JP-024;CBE-JP-027,Inspections; checklists; corrective actions; field evidence,Inspection records; actions; photos; evidence,,https://safetyculture.com/,2026-09-21,DISCOVERY_SEED
