mapping_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,market_tool_category,vendor,tool_product,specialist_capabilities,primary_structured_records,lifecycle_stages,source_url,verification_status,verified_date,nublox_native_requirement
CBE-JTM-0426,CBE-JP-063,Refrigeration and air-conditioning installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,MagiCAD Group,MagiCAD,Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance,Job sheets; equipment records; commissioning/test records; service logs,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance; create/control Job sheets; equipment records; commissioning/test records; service logs as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0427,CBE-JP-063,Refrigeration and air-conditioning installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Autodesk,Autodesk Revit,Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance,Job sheets; equipment records; commissioning/test records; service logs,Installation; Commissioning; Maintenance,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance; create/control Job sheets; equipment records; commissioning/test records; service logs as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0428,CBE-JP-063,Refrigeration and air-conditioning installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Joblogic,Joblogic,Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance,Job sheets; equipment records; commissioning/test records; service logs,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance; create/control Job sheets; equipment records; commissioning/test records; service logs as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0429,CBE-JP-063,Refrigeration and air-conditioning installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,simPRO,simPRO,Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance,Job sheets; equipment records; commissioning/test records; service logs,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance; create/control Job sheets; equipment records; commissioning/test records; service logs as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0430,CBE-JP-063,Refrigeration and air-conditioning installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Commusoft,Commusoft,Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance,Job sheets; equipment records; commissioning/test records; service logs,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance; create/control Job sheets; equipment records; commissioning/test records; service logs as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0431,CBE-JP-063,Refrigeration and air-conditioning installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,ServiceM8,ServiceM8,Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance,Job sheets; equipment records; commissioning/test records; service logs,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; equipment selection; installation; commissioning; refrigerant/service records; maintenance; create/control Job sheets; equipment records; commissioning/test records; service logs as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0432,CBE-JP-064,Road worker,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Bentley Systems,Bentley OpenRoads Designer,Work packs; traffic-management references; plant; materials; daily progress; inspections,Work orders; daily records; material usage; inspection records,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work packs; traffic-management references; plant; materials; daily progress; inspections; create/control Work orders; daily records; material usage; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0433,CBE-JP-064,Road worker,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Autodesk,Autodesk Civil 3D,Work packs; traffic-management references; plant; materials; daily progress; inspections,Work orders; daily records; material usage; inspection records,Infrastructure construction; Maintenance,https://www.autodesk.com/products/civil-3d/overview,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Work packs; traffic-management references; plant; materials; daily progress; inspections; create/control Work orders; daily records; material usage; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0434,CBE-JP-064,Road worker,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Trimble,Trimble Siteworks,Work packs; traffic-management references; plant; materials; daily progress; inspections,Work orders; daily records; material usage; inspection records,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work packs; traffic-management references; plant; materials; daily progress; inspections; create/control Work orders; daily records; material usage; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0435,CBE-JP-064,Road worker,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Esri,ArcGIS Field Maps,Work packs; traffic-management references; plant; materials; daily progress; inspections,Work orders; daily records; material usage; inspection records,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work packs; traffic-management references; plant; materials; daily progress; inspections; create/control Work orders; daily records; material usage; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0436,CBE-JP-064,Road worker,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,Procore,Procore,Work packs; traffic-management references; plant; materials; daily progress; inspections,Work orders; daily records; material usage; inspection records,Infrastructure construction; Maintenance,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Work packs; traffic-management references; plant; materials; daily progress; inspections; create/control Work orders; daily records; material usage; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0437,CBE-JP-064,Road worker,D12,F09;F10;F12;F13;F22;F23;F26;F27,Utilities / network / field operations,SafetyCulture,SafetyCulture,Work packs; traffic-management references; plant; materials; daily progress; inspections,Work orders; daily records; material usage; inspection records,Infrastructure construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Work packs; traffic-management references; plant; materials; daily progress; inspections; create/control Work orders; daily records; material usage; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0438,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Tradify,Tradify,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,Envelope construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0439,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Fergus,Fergus,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,Envelope construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0440,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Jobber,Jobber,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,Envelope construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0441,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,ServiceM8,ServiceM8,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,Envelope construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0442,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,BigChange,BigChange,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,Envelope construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0443,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,PlanRadar,PlanRadar,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,Envelope construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0444,CBE-JP-065,Roofer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,SafetyCulture,SafetyCulture,Survey; estimate; materials; access; installation/repair; inspections; photos,Quotes; work orders; material schedules; photos,Envelope construction; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; estimate; materials; access; installation/repair; inspections; photos; create/control Quotes; work orders; material schedules; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0445,CBE-JP-066,Rural surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Esri,Esri ArcGIS Pro,Land/property records; valuations; tenancy/estate work; land management; inspections,Valuations; plans; property records; reports,Acquisition; Management,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Land/property records; valuations; tenancy/estate work; land management; inspections; create/control Valuations; plans; property records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0446,CBE-JP-066,Rural surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,QGIS Project,QGIS,Land/property records; valuations; tenancy/estate work; land management; inspections,Valuations; plans; property records; reports,Acquisition; Management,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Land/property records; valuations; tenancy/estate work; land management; inspections; create/control Valuations; plans; property records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0447,CBE-JP-066,Rural surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,MRI Software,MRI Horizon,Land/property records; valuations; tenancy/estate work; land management; inspections,Valuations; plans; property records; reports,Acquisition; Management,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Land/property records; valuations; tenancy/estate work; land management; inspections; create/control Valuations; plans; property records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0448,CBE-JP-066,Rural surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Re-Leased,Re-Leased,Land/property records; valuations; tenancy/estate work; land management; inspections,Valuations; plans; property records; reports,Acquisition; Management,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Land/property records; valuations; tenancy/estate work; land management; inspections; create/control Valuations; plans; property records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0449,CBE-JP-066,Rural surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,LandTech,LandTech,Land/property records; valuations; tenancy/estate work; land management; inspections,Valuations; plans; property records; reports,Acquisition; Management,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Land/property records; valuations; tenancy/estate work; land management; inspections; create/control Valuations; plans; property records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0450,CBE-JP-066,Rural surveyor,D03,F05;F07;F14;F19;F22;F26;F27,Survey / property / valuation / evidence,Microsoft,Microsoft Power BI,Land/property records; valuations; tenancy/estate work; land management; inspections,Valuations; plans; property records; reports,Acquisition; Management,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Land/property records; valuations; tenancy/estate work; land management; inspections; create/control Valuations; plans; property records; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0451,CBE-JP-067,Scaffolder,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Plant / specialist operations / production,CADS / SMART Scaffolder,SMART Scaffolder,Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle,Scaffold register; inspection records; handover certificates,Construction enabling works,https://smartscaffolder.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle; create/control Scaffold register; inspection records; handover certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0452,CBE-JP-067,Scaffolder,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Plant / specialist operations / production,Avontus,Avontus Scaffold Designer,Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle,Scaffold register; inspection records; handover certificates,Construction enabling works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle; create/control Scaffold register; inspection records; handover certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0453,CBE-JP-067,Scaffolder,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Plant / specialist operations / production,Avontus,Avontus Quantify,Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle,Scaffold register; inspection records; handover certificates,Construction enabling works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle; create/control Scaffold register; inspection records; handover certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0454,CBE-JP-067,Scaffolder,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Plant / specialist operations / production,Procore,Procore,Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle,Scaffold register; inspection records; handover certificates,Construction enabling works,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle; create/control Scaffold register; inspection records; handover certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0455,CBE-JP-067,Scaffolder,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Plant / specialist operations / production,SafetyCulture,SafetyCulture,Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle,Scaffold register; inspection records; handover certificates,Construction enabling works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle; create/control Scaffold register; inspection records; handover certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0456,CBE-JP-067,Scaffolder,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Plant / specialist operations / production,PlanRadar,PlanRadar,Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle,Scaffold register; inspection records; handover certificates,Construction enabling works,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Scaffold design/reference; erection; inspection; handover; tagging; alterations; dismantle; create/control Scaffold register; inspection records; handover certificates as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0457,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,JVSG,JVSG IP Video System Design Tool,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,Installation; Commissioning; Maintenance,https://www.jvsg.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0458,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,System Surveyor,System Surveyor,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0459,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Autodesk,AutoCAD,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0460,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Genetec,Genetec Security Center,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0461,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,LenelS2,LenelS2 OnGuard,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0462,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,simPRO,simPRO,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0463,CBE-JP-068,Security systems installer,D08,F09;F10;F12;F13;F22;F23;F26;F27,Building-services design / field service / certification,Joblogic,Joblogic,Survey; quote; device/system design; installation; testing; commissioning; maintenance,Quotes; device registers; test results; commissioning/service records,Installation; Commissioning; Maintenance,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; quote; device/system design; installation; testing; commissioning; maintenance; create/control Quotes; device registers; test results; commissioning/service records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0464,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,AutoCAD,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0465,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,Autodesk Revit,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Fit-out,https://www.autodesk.com/products/revit/overview,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0466,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Trimble,SketchUp,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0467,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Procore,Procore,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Fit-out,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0468,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,Autodesk Build,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Fit-out,https://construction.autodesk.com/products/autodesk-build/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0469,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Bluebeam,Bluebeam Revu,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Fit-out,https://www.bluebeam.com/revu/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0470,CBE-JP-069,Shopfitter,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Tradify,Tradify,Survey; programme; fabrication/install coordination; materials; snagging; handover,Work orders; drawings; material schedules; snagging records,Fit-out,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; programme; fabrication/install coordination; materials; snagging; handover; create/control Work orders; drawings; material schedules; snagging records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
