employment_job_id,job_title,catalogue_source,source_job_profile_ids,source_reconciliation_states,source_titles,wave_archetype_ids,external_career_indexes,domain,function_ids,job_level,work_product_state,activity_mapping_state,canonical_mapping_state,job_workbench_state,acceptance_state,notes,explicit_work_product_count
EJOB-QUARRYENG,Quarry Engineer,wave-archetype,,,,JOB-QUARRYENG,61,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-QUARRYW,Quarry Worker,wave-archetype,,,,JOB-QUARRYW,62,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F07.06-PROFESSIONAL,Quotation Specialist,source-reconciled,JP-F07.06-PROFESSIONAL,reconciled-retain-employment-profile,Quotation Specialist,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F26.06-PROFESSIONAL,Records Manager,source-reconciled,JP-F26.06-PROFESSIONAL,reconciled-retain-employment-profile,Records Manager,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F26.08-PROFESSIONAL,Records Retention Specialist,source-reconciled,JP-F26.08-PROFESSIONAL,reconciled-retain-employment-profile,Records Retention Specialist,,,,F26,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F17.05-PROFESSIONAL,Reference Data Specialist,source-reconciled,JP-F17.05-PROFESSIONAL,reconciled-retain-employment-profile,Reference Data Specialist,,,,F17,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-RAC,Refrigeration and Air-Conditioning Installer,wave-archetype,,,,JOB-RAC,63,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F19.08-PROFESSIONAL,Regulatory Counsel,source-reconciled,JP-F19.08-PROFESSIONAL,reconciled-retain-employment-profile,Regulatory Counsel,,,,F19,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F16.16-PROFESSIONAL,Release Manager,source-reconciled,JP-F16.16-PROFESSIONAL,reconciled-retain-employment-profile,Release Manager,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F22.09-PROFESSIONAL,Reliability Engineer,source-reconciled,JP-F22.09-PROFESSIONAL,reconciled-retain-employment-profile,Reliability Engineer,,,,F22,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F20.13-PROFESSIONAL,Remediation Manager,source-reconciled,JP-F20.13-PROFESSIONAL,reconciled-retain-employment-profile,Remediation Manager,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F25.05-PROFESSIONAL,Reputation Manager,source-reconciled,JP-F25.05-PROFESSIONAL,reconciled-retain-employment-profile,Reputation Manager,,,,F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F08.06-PROFESSIONAL,Returns & Refunds Specialist,source-reconciled,JP-F08.06-PROFESSIONAL,reconciled-retain-employment-profile,Returns & Refunds Specialist,,,,F08,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F10.11-PROFESSIONAL,Reverse Logistics Specialist,source-reconciled,JP-F10.11-PROFESSIONAL,reconciled-retain-employment-profile,Reverse Logistics Specialist,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-RISK-ANALYST,Risk Analyst,source-reconciled,JP-F20.02-PROFESSIONAL|JP-F20.03-PROFESSIONAL,reconciled-compose-into-risk-analyst,Risk Analyst,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F20.04-PROFESSIONAL,Risk Manager,source-reconciled,JP-F20.04-PROFESSIONAL,reconciled-retain-employment-profile,Risk Manager,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,2
EJOB-F20.05-PROFESSIONAL,Risk Monitoring Analyst,source-reconciled,JP-F20.05-PROFESSIONAL,reconciled-retain-employment-profile,Risk Monitoring Analyst,,,,F20,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-ROAD,Road Worker,wave-archetype,,,,JOB-ROAD,64,Utilities & Networks,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-ROOF,Roofer,wave-archetype,,,,JOB-ROOF,65,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-RS,Rural Surveyor,wave-archetype,JP-F22.04-PROFESSIONAL|JP-F22.12-PROFESSIONAL|JP-F22.14-PROFESSIONAL,,,JOB-RS,66,"Surveying, Property & Land",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job composes or references source Functional Roles but remains a distinct employment job.,candidate-count-in-wave-register
EJOB-F10.02-PROFESSIONAL,S&OP Manager,source-reconciled,JP-F10.02-PROFESSIONAL,reconciled-retain-employment-profile,S&OP Manager,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F23.04-PROFESSIONAL,Safety Incident Investigator,source-reconciled,JP-F23.04-PROFESSIONAL,reconciled-retain-and-compose,Safety Incident Investigator,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F23.03-PROFESSIONAL,Safety Inspector,source-reconciled,JP-F23.03-PROFESSIONAL,reconciled-retain-and-compose,Safety Inspector,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F07.11-PROFESSIONAL,Sales Compensation Specialist,source-reconciled,JP-F07.11-PROFESSIONAL,reconciled-retain-employment-profile,Sales Compensation Specialist,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F07.12-PROFESSIONAL,Sales Forecasting Specialist,source-reconciled,JP-F07.12-PROFESSIONAL,reconciled-retain-employment-profile,Sales Forecasting Specialist,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F07.09-PROFESSIONAL,Sales Order Manager,source-reconciled,JP-F07.09-PROFESSIONAL,reconciled-retain-employment-profile,Sales Order Manager,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F07.13-PROFESSIONAL,Sales Performance Specialist,source-reconciled,JP-F07.13-PROFESSIONAL,reconciled-retain-employment-profile,Sales Performance Specialist,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F07.01-PROFESSIONAL,Sales Strategy Specialist,source-reconciled,JP-F07.01-PROFESSIONAL,reconciled-retain-employment-profile,Sales Strategy Specialist,,,,F07,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-SCAF,Scaffolder,wave-archetype,,,,JOB-SCAF,67,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F01.08-PROFESSIONAL,Scenario & Foresight Specialist,source-reconciled,JP-F01.08-PROFESSIONAL,reconciled-retain-employment-profile,Scenario & Foresight Specialist,,,,F01,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F18.03-PROFESSIONAL,Security Architect,source-reconciled,JP-F18.03-PROFESSIONAL,reconciled-retain-employment-profile,Security Architect,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F18.13-PROFESSIONAL,Security Awareness Specialist,source-reconciled,JP-F18.13-PROFESSIONAL,reconciled-retain-employment-profile,Security Awareness Specialist,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,3
EJOB-F18.15-PROFESSIONAL,Security Compliance Specialist,source-reconciled,JP-F18.15-PROFESSIONAL,reconciled-retain-employment-profile,Security Compliance Specialist,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F24.11-PROFESSIONAL,Security Investigator,source-reconciled,JP-F24.11-PROFESSIONAL,reconciled-retain-employment-profile,Security Investigator,,,,F24,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,4
EJOB-F18.06-PROFESSIONAL,Security Patch Specialist,source-reconciled,JP-F18.06-PROFESSIONAL,reconciled-retain-employment-profile,Security Patch Specialist,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F18.01-PROFESSIONAL,Security Strategy Manager,source-reconciled,JP-F18.01-PROFESSIONAL,reconciled-retain-employment-profile,Security Strategy Manager,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-SEC,Security Systems Installer,wave-archetype,,,,JOB-SEC,68,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F12.07-PROFESSIONAL,Service Acceptance Specialist,source-reconciled,JP-F12.07-PROFESSIONAL,reconciled-retain-employment-profile,Service Acceptance Specialist,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F12.09-PROFESSIONAL,Service Capacity Specialist,source-reconciled,JP-F12.09-PROFESSIONAL,reconciled-retain-employment-profile,Service Capacity Specialist,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F12.04-PROFESSIONAL,Service Delivery Specialist,source-reconciled,JP-F12.04-PROFESSIONAL,reconciled-retain-employment-profile,Service Delivery Specialist,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F12.03-PROFESSIONAL,Service Dispatcher,source-reconciled,JP-F12.03-PROFESSIONAL,reconciled-retain-employment-profile,Service Dispatcher,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F12.10-PROFESSIONAL,Service Performance Specialist,source-reconciled,JP-F12.10-PROFESSIONAL,reconciled-retain-employment-profile,Service Performance Specialist,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F12.01-PROFESSIONAL,Service Planner,source-reconciled,JP-F12.01-PROFESSIONAL,reconciled-retain-employment-profile,Service Planner,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F12.08-PROFESSIONAL,Service Quality Specialist,source-reconciled,JP-F12.08-PROFESSIONAL,reconciled-retain-employment-profile,Service Quality Specialist,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F12.02-PROFESSIONAL,Service Scheduler,source-reconciled,JP-F12.02-PROFESSIONAL,reconciled-retain-employment-profile,Service Scheduler,,,,F12,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F08.12-PROFESSIONAL,Service-level Manager,source-reconciled,JP-F08.12-PROFESSIONAL,reconciled-retain-employment-profile,Service-level Manager,,,,F08,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-SHOP,Shopfitter,wave-archetype,,,,JOB-SHOP,69,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F18.07-PROFESSIONAL,SOC Analyst,source-reconciled,JP-F18.07-PROFESSIONAL,reconciled-retain-employment-profile,SOC Analyst,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F16.05-PROFESSIONAL,Software Engineer,source-reconciled,JP-F16.05-PROFESSIONAL,reconciled-retain-employment-profile,Software Engineer,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,6
EJOB-SOLAR,Solar Panel Installer,wave-archetype,,,,JOB-SOLAR,70,Energy & Building Performance,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F16.03-PROFESSIONAL,Solution Architect,source-reconciled,JP-F16.03-PROFESSIONAL,reconciled-retain-employment-profile,Solution Architect,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F29.06-PROFESSIONAL,SOP & Process Documentation Specialist,source-reconciled,JP-F29.06-PROFESSIONAL,reconciled-retain-employment-profile,SOP & Process Documentation Specialist,,,,F29,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,2
EJOB-F22.11-PROFESSIONAL,Space Planning Manager,source-reconciled,JP-F22.11-PROFESSIONAL,reconciled-retain-employment-profile,Space Planning Manager,,,,F22,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F25.10-PROFESSIONAL,Stakeholder Engagement Manager,source-reconciled,JP-F25.10-PROFESSIONAL,reconciled-retain-employment-profile,Stakeholder Engagement Manager,,,,F25,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-STEELERECT,Steel Erector,wave-archetype,,,,JOB-STEELERECT,71,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-STEELFIX,Steel Fixer,wave-archetype,,,,JOB-STEELFIX,72,Building Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-STEEP,Steeplejack,wave-archetype,,,,JOB-STEEP,73,"Plant, Equipment & Specialist Operations",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-STONE,Stonemason,wave-archetype,,,,JOB-STONE,74,"Heritage, Conservation & Landscape",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F01.02-PROFESSIONAL,Strategic Analysis Specialist,source-reconciled,JP-F01.02-PROFESSIONAL,reconciled-retain-employment-profile,Strategic Analysis Specialist,,,,F01,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F04.07-PROFESSIONAL,Strategic Partnerships Specialist,source-reconciled,JP-F04.07-PROFESSIONAL,reconciled-retain-employment-profile,Strategic Partnerships Specialist,,,,F04,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F01.03-PROFESSIONAL,Strategic Planning Manager,source-reconciled,JP-F01.03-PROFESSIONAL,reconciled-retain-employment-profile,Strategic Planning Manager,,,,F01,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F09.04-PROFESSIONAL,Strategic Sourcing Specialist,source-reconciled,JP-F09.04-PROFESSIONAL,reconciled-retain-employment-profile,Strategic Sourcing Specialist,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F01.01-PROFESSIONAL,Strategy & Purpose Specialist,source-reconciled,JP-F01.01-PROFESSIONAL,reconciled-retain-employment-profile,Strategy & Purpose Specialist,,,,F01,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F01.07-PROFESSIONAL,Strategy Performance Manager,source-reconciled,JP-F01.07-PROFESSIONAL,reconciled-retain-employment-profile,Strategy Performance Manager,,,,F01,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-SE,Structural Engineer,wave-archetype,,,,JOB-SE,75,Engineering & Technical Design,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F09.05-PROFESSIONAL,Supplier Commercial Manager,source-reconciled,JP-F09.05-PROFESSIONAL,reconciled-retain-employment-profile,Supplier Commercial Manager,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F09.07-PROFESSIONAL,Supplier Onboarding Specialist,source-reconciled,JP-F09.07-PROFESSIONAL,reconciled-retain-employment-profile,Supplier Onboarding Specialist,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F09.10-PROFESSIONAL,Supplier Performance Specialist,source-reconciled,JP-F09.10-PROFESSIONAL,reconciled-retain-employment-profile,Supplier Performance Specialist,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F13.07-PROFESSIONAL,Supplier Quality Engineer,source-reconciled,JP-F13.07-PROFESSIONAL,reconciled-retain-employment-profile,Supplier Quality Engineer,,,,F13,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F09.12-PROFESSIONAL,Supplier Relationship Manager,source-reconciled,JP-F09.12-PROFESSIONAL,reconciled-retain-employment-profile,Supplier Relationship Manager,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F09.11-PROFESSIONAL,Supplier Risk Specialist,source-reconciled,JP-F09.11-PROFESSIONAL,reconciled-retain-employment-profile,Supplier Risk Specialist,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,3
EJOB-F09.03-PROFESSIONAL,Supplier Sourcing Specialist,source-reconciled,JP-F09.03-PROFESSIONAL,reconciled-retain-employment-profile,Supplier Sourcing Specialist,,,,F09,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F10.12-PROFESSIONAL,Supply Chain Analyst,source-reconciled,JP-F10.12-PROFESSIONAL,reconciled-retain-employment-profile,Supply Chain Analyst,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,5
EJOB-F10.13-PROFESSIONAL,Supply Chain Risk Specialist,source-reconciled,JP-F10.13-PROFESSIONAL,reconciled-retain-employment-profile,Supply Chain Risk Specialist,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
