job_profile_id,source_status,title,job_family_id,level,purpose,function_ids,subfunction_ids,primary_functional_role_ids,secondary_functional_role_ids,source_activity_count,candidate_expected_outputs,work_product_decomposition_state,authoring_mode_state,canonical_mapping_state,job_workbench_state,role_acceptance_state,source_repository,source_profile_path,source_profile_sha,source_role_path,source_role_sha
JP-F22.01-PROFESSIONAL,candidate,Asset Strategy Manager,JF-F22,professional,"Perform and continuously improve asset strategy work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.01,FR-F22.01,,3,"Asset Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.02-PROFESSIONAL,candidate,Capital Planning Manager,JF-F22,professional,"Perform and continuously improve capital planning work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.02,FR-F22.02,,3,"Capital Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.03-PROFESSIONAL,candidate,Asset Acquisition Specialist,JF-F22,professional,"Perform and continuously improve asset acquisition work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.03,FR-F22.03,,5,"Asset Acquisition plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.04-PROFESSIONAL,candidate,Property Acquisition Manager,JF-F22,professional,"Perform and continuously improve property acquisition work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.04,FR-F22.04,,4,"Property Acquisition plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.05-PROFESSIONAL,candidate,Construction Project Manager,JF-F22,professional,"Perform and continuously improve construction / project delivery work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.05,FR-F22.05,,6,"Construction / Project Delivery plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.06-PROFESSIONAL,candidate,Asset Information Manager,JF-F22,professional,"Perform and continuously improve asset register work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.06,FR-F22.06,,5,"Asset Register plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.07-PROFESSIONAL,candidate,Maintenance Planner,JF-F22,professional,"Perform and continuously improve preventive maintenance work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.07,FR-F22.07,,4,"Preventive Maintenance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.08-PROFESSIONAL,candidate,Maintenance Coordinator,JF-F22,professional,"Perform and continuously improve reactive maintenance work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.08,FR-F22.08,,5,"Reactive Maintenance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.09-PROFESSIONAL,candidate,Reliability Engineer,JF-F22,professional,"Perform and continuously improve reliability work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.09,FR-F22.09,,3,"Reliability plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.10-PROFESSIONAL,candidate,Facilities Manager,JF-F22,professional,"Perform and continuously improve facilities operations work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.10,FR-F22.10,,5,"Facilities Operations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.11-PROFESSIONAL,candidate,Space Planning Manager,JF-F22,professional,"Perform and continuously improve space management work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.11,FR-F22.11,,3,"Space Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.12-PROFESSIONAL,candidate,Lease Manager,JF-F22,professional,"Perform and continuously improve lease management work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.12,FR-F22.12,,4,"Lease Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.13-PROFESSIONAL,candidate,Utilities Manager,JF-F22,professional,"Perform and continuously improve utilities management work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.13,FR-F22.13,,3,"Utilities Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F22.14-PROFESSIONAL,candidate,Asset Disposal Specialist,JF-F22,professional,"Perform and continuously improve asset disposal work within Property, Facilities & Physical Assets, producing controlled, timely and decision-useful outcomes.",F22,F22.14,FR-F22.14,,4,"Asset Disposal plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23-FUNCTION-LEAD,candidate,Head of HSE & Sustainability,JF-F23,head,"Provide accountable leadership for Health, Safety, Environment & Sustainability, establishing direction, governance, resources, controls and performance expectations across the function.",F23,F23.01|F23.02|F23.03|F23.04|F23.05|F23.06|F23.07|F23.08|F23.09|F23.10|F23.11|F23.12|F23.13|F23.14,FR-F23.01|FR-F23.02|FR-F23.03|FR-F23.04|FR-F23.05|FR-F23.06|FR-F23.07|FR-F23.08|FR-F23.09|FR-F23.10|FR-F23.11|FR-F23.12|FR-F23.13|FR-F23.14,,55,"Health, Safety, Environment & Sustainability strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.01-PROFESSIONAL,candidate,Health & Safety Manager,JF-F23,professional,"Perform and continuously improve h&s management work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.01,FR-F23.01,,4,"H&S Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.02-PROFESSIONAL,candidate,Health & Safety Risk Specialist,JF-F23,professional,"Perform and continuously improve hazard identification work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.02,FR-F23.02,,3,"Hazard Identification plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.03-PROFESSIONAL,candidate,Safety Inspector,JF-F23,professional,"Perform and continuously improve workplace inspections work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.03,FR-F23.03,,4,"Workplace Inspections plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.04-PROFESSIONAL,candidate,Safety Incident Investigator,JF-F23,professional,"Perform and continuously improve incident management work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.04,FR-F23.04,,4,"Incident Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.05-PROFESSIONAL,candidate,Occupational Health Specialist,JF-F23,professional,"Perform and continuously improve occupational health work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.05,FR-F23.05,,3,"Occupational Health plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.06-PROFESSIONAL,candidate,Permit-to-Work Coordinator,JF-F23,professional,"Perform and continuously improve permit-to-work work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.06,FR-F23.06,,5,"Permit-to-work plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.07-PROFESSIONAL,candidate,Environmental Manager,JF-F23,professional,"Perform and continuously improve environmental management work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.07,FR-F23.07,,3,"Environmental Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.08-PROFESSIONAL,candidate,Waste Management Specialist,JF-F23,professional,"Perform and continuously improve waste management work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.08,FR-F23.08,,6,"Waste Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.09-PROFESSIONAL,candidate,Carbon Manager,JF-F23,professional,"Perform and continuously improve carbon management work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.09,FR-F23.09,,4,"Carbon Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.10-PROFESSIONAL,candidate,Energy Manager,JF-F23,professional,"Perform and continuously improve energy management work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.10,FR-F23.10,,4,"Energy Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.11-PROFESSIONAL,candidate,Sustainability Manager,JF-F23,professional,"Perform and continuously improve sustainability strategy work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.11,FR-F23.11,,3,"Sustainability Strategy plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.12-PROFESSIONAL,candidate,ESG Reporting Specialist,JF-F23,professional,"Perform and continuously improve esg reporting work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.12,FR-F23.12,,5,"ESG Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.13-PROFESSIONAL,candidate,Sustainable Procurement Specialist,JF-F23,professional,"Perform and continuously improve sustainable supply chain work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.13,FR-F23.13,,3,"Sustainable Supply Chain plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F23.14-PROFESSIONAL,candidate,Environmental Compliance Specialist,JF-F23,professional,"Perform and continuously improve environmental compliance work within Health, Safety, Environment & Sustainability, producing controlled, timely and decision-useful outcomes.",F23,F23.14,FR-F23.14,,4,"Environmental Compliance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24-FUNCTION-LEAD,candidate,"Head of Business Continuity, Crisis & Physical Security",JF-F24,head,"Provide accountable leadership for Business Continuity, Crisis & Physical Security, establishing direction, governance, resources, controls and performance expectations across the function.",F24,F24.01|F24.02|F24.03|F24.04|F24.05|F24.06|F24.07|F24.08|F24.09|F24.10|F24.11|F24.12,FR-F24.01|FR-F24.02|FR-F24.03|FR-F24.04|FR-F24.05|FR-F24.06|FR-F24.07|FR-F24.08|FR-F24.09|FR-F24.10|FR-F24.11|FR-F24.12,,45,"Business Continuity, Crisis & Physical Security strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.01-PROFESSIONAL,candidate,Business Continuity Manager,JF-F24,professional,"Perform and continuously improve business continuity governance work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.01,FR-F24.01,,4,"Business Continuity Governance plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.02-PROFESSIONAL,candidate,Business Continuity Analyst,JF-F24,professional,"Perform and continuously improve business impact analysis work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.02,FR-F24.02,,4,"Business Impact Analysis plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.03-PROFESSIONAL,candidate,Business Continuity Planner,JF-F24,professional,"Perform and continuously improve continuity planning work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.03,FR-F24.03,,3,"Continuity Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.04-PROFESSIONAL,candidate,Business Continuity Exercise Specialist,JF-F24,professional,"Perform and continuously improve continuity testing work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.04,FR-F24.04,,4,"Continuity Testing plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.05-PROFESSIONAL,candidate,Crisis Manager,JF-F24,professional,"Perform and continuously improve crisis management work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.05,FR-F24.05,,4,"Crisis Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.06-PROFESSIONAL,candidate,Emergency Response Coordinator,JF-F24,professional,"Perform and continuously improve emergency response work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.06,FR-F24.06,,4,"Emergency Response plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.07-PROFESSIONAL,candidate,Crisis Communications Manager,JF-F24,professional,"Perform and continuously improve crisis communications work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.07,FR-F24.07,,3,"Crisis Communications plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.08-PROFESSIONAL,candidate,Disaster Recovery Coordinator,JF-F24,professional,"Perform and continuously improve disaster recovery coordination work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.08,FR-F24.08,,3,"Disaster Recovery Coordination plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.09-PROFESSIONAL,candidate,Physical Security Manager,JF-F24,professional,"Perform and continuously improve physical security work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.09,FR-F24.09,,4,"Physical Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.10-PROFESSIONAL,candidate,Security Operations Coordinator,JF-F24,professional,"Perform and continuously improve visitor management work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.10,FR-F24.10,,4,"Visitor Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.11-PROFESSIONAL,candidate,Security Investigator,JF-F24,professional,"Perform and continuously improve security investigations work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.11,FR-F24.11,,4,"Security Investigations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F24.12-PROFESSIONAL,candidate,Travel Security Specialist,JF-F24,professional,"Perform and continuously improve travel security work within Business Continuity, Crisis & Physical Security, producing controlled, timely and decision-useful outcomes.",F24,F24.12,FR-F24.12,,4,"Travel Security plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
