job_archetype_id,job_title,career_index,domain,internal_job_profile_ids,internal_profile_state,work_product_id,work_product_name,authoring_mode_candidate,enterprise_stream,context_types,primary_functions,primary_subfunctions,canonical_object_candidate,authoring_primitive_candidate,upstream_inputs,downstream_handoff,evidence_requirement,review_state
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-001,Welded Fabrication Production Requirement / Work Order,NATIVE,Operate,Order|Product|Work Centre,F11|F07,F11.01|F07.04,Production Work Order,Object Workspace,customer/order requirement|drawing/specification,Production planning,"Quantity, revision, due date and authority",candidate-revalidation
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-002,Welded Fabrication Drawing / Cut List / BOM,CONNECTED,Operate,Product|Work Order|Information Container,F11|F26,F11.01|F26.05,Product Structure / Information Container,Connected Authoring Adapter,design|dimensions|specification,Material issue / production,"Revision, item structure and author",candidate-revalidation
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-003,Welded Fabrication Material Issue / Traceability,NATIVE,Operate,Work Order|Material|Batch,F10|F11,F10.05|F11.02,Material Issue / Traceability,Enterprise Grid,BOM|stock|batch/heat data,Production / quality,"Batch/serial, quantity and work-order linkage",candidate-revalidation
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-004,Welded Fabrication Production / Fabrication Record,NATIVE,Operate,Work Order|Work Centre|Shift,F11,F11.03,Production / Fabrication Record,Field/Mobile composition,work order|materials|machine/process,Quality / output,"Operator, process, quantity and time",candidate-revalidation
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-005,Welded Fabrication Quality Inspection / Test,NATIVE,Operate,Product|Work Order|Inspection,F13,F13.04,Inspection / Test,Field/Mobile composition,specification|produced item|criteria,Accept / rework,"Measurements, result and inspector",candidate-revalidation
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-006,Welded Fabrication Nonconformance / Rework,NATIVE,Operate,Product|Work Order|Finding,F13,F13.05,NCR / Rework Record,Case Workspace,inspection|defect|specification,Rework / concession / scrap,"Evidence, disposition and verification",candidate-revalidation
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-007,Welded Fabrication Finished Item / Stock Receipt,NATIVE,Operate,Product|Inventory|Location,F10|F11,F10.04|F11.03,Finished Goods Receipt,Enterprise Grid,accepted output|work order,Inventory / order fulfilment,"Quantity, lot/serial and location",candidate-revalidation
JOB-WELD,Welder,83,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WELD-008,Welded Fabrication Delivery / Handover Package,ASSISTED,Operate,Order|Party|Product,F10|F26,F10.07|F26.06,Delivery / Handover Package,Assisted Report Generator,finished goods|certificates|order,Customer / project,"Delivered items, documents and acceptance evidence",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-001,Machined Timber Component Production Requirement / Work Order,NATIVE,Operate,Order|Product|Work Centre,F11|F07,F11.01|F07.04,Production Work Order,Object Workspace,customer/order requirement|drawing/specification,Production planning,"Quantity, revision, due date and authority",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-002,Machined Timber Component Drawing / Cut List / BOM,CONNECTED,Operate,Product|Work Order|Information Container,F11|F26,F11.01|F26.05,Product Structure / Information Container,Connected Authoring Adapter,design|dimensions|specification,Material issue / production,"Revision, item structure and author",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-003,Machined Timber Component Material Issue / Traceability,NATIVE,Operate,Work Order|Material|Batch,F10|F11,F10.05|F11.02,Material Issue / Traceability,Enterprise Grid,BOM|stock|batch/heat data,Production / quality,"Batch/serial, quantity and work-order linkage",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-004,Machined Timber Component Production / Fabrication Record,NATIVE,Operate,Work Order|Work Centre|Shift,F11,F11.03,Production / Fabrication Record,Field/Mobile composition,work order|materials|machine/process,Quality / output,"Operator, process, quantity and time",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-005,Machined Timber Component Quality Inspection / Test,NATIVE,Operate,Product|Work Order|Inspection,F13,F13.04,Inspection / Test,Field/Mobile composition,specification|produced item|criteria,Accept / rework,"Measurements, result and inspector",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-006,Machined Timber Component Nonconformance / Rework,NATIVE,Operate,Product|Work Order|Finding,F13,F13.05,NCR / Rework Record,Case Workspace,inspection|defect|specification,Rework / concession / scrap,"Evidence, disposition and verification",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-007,Machined Timber Component Finished Item / Stock Receipt,NATIVE,Operate,Product|Inventory|Location,F10|F11,F10.04|F11.03,Finished Goods Receipt,Enterprise Grid,accepted output|work order,Inventory / order fulfilment,"Quantity, lot/serial and location",candidate-revalidation
JOB-WOOD,Wood Machinist,84,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-WOOD-008,Machined Timber Component Delivery / Handover Package,ASSISTED,Operate,Order|Party|Product,F10|F26,F10.07|F26.06,Delivery / Handover Package,Assisted Report Generator,finished goods|certificates|order,Customer / project,"Delivered items, documents and acceptance evidence",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-001,Agricultural Job / Field Work Plan,NATIVE,Operate,Client|Land Parcel|Field|Period,F12|F27,F12.01|F27.06,Service / Field Work Plan,Object Workspace|Map Workspace,client instruction|field|crop/land need|timing,Resource allocation / execution,"Scope, field, timing and agreed outcome",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-002,Plant / Crew Allocation,NATIVE,Operate,Job|Plant|Person|Shift,F15|F22,F15.02|F22.06,Resource Allocation,Enterprise Grid,work plan|competence|plant availability,Field execution,"Assigned crew/plant, time and availability",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-003,Pre-Use / Field Condition Check,NATIVE,Operate,Field|Plant|Job,F22|F23,F22.09|F23.02,Pre-Use / Condition Check,Field/Mobile composition,plant|field condition|weather|controls,Authorised start,"Condition, defects, controls and operator",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-004,Agricultural Field Operation Record,NATIVE,Operate,Field|Job|Activity,F12|F27,F12.03|F27.06,Service Execution Record,Field/Mobile composition,plan|plant|crew|materials,Progress / client evidence,"Operation, area, time and operator evidence",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-005,Material / Fuel / Consumable Usage,NATIVE,Operate,Job|Material|Plant,F10|F22,F10.05|F22.06,Consumption Record,Field/Mobile composition,issued material|fuel|task,Cost / inventory,"Item, quantity, field/job and time",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-006,Plant Utilisation / Hours Record,NATIVE,Operate,Plant|Job|Shift,F22,F22.09,Plant Utilisation Record,Field/Mobile composition,allocation|meter start/end,Maintenance / costing,"Hours, operator, task and meter evidence",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-007,Field Exception / Damage Record,NATIVE,Operate,Field|Job|Plant|Finding,F13|F23,F13.05|F23.04,Exception / Incident,Case Workspace,operation|event|photos,Remediation / claim / action,"Time, location, evidence and disposition",candidate-revalidation
JOB-AGCON,Agricultural Contractor,2,"Infrastructure, Land & Rural",,gap-no-direct-job-profile,WP-AGCON-008,Job Completion / Invoice Basis,ASSISTED,Operate,Job|Client|Period,F12|F14,F12.04|F14.06,Service Completion / Billing Evidence,Assisted Report Generator,operations|hours|materials|exceptions,Client acceptance / invoice,"Completed quantities, client acceptance and source records",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-001,Product / Trade Catalogue Record,NATIVE,Operate,Product|Supplier|Branch,F10|F09,F10.05|F09.04,Product / Catalogue Item,Enterprise Grid,supplier product data|pricing|classification,Quote / sales order / stock,"Product identity, source and effective dates",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-002,Stock / Availability Record,NATIVE,Operate,Product|Inventory|Branch,F10,F10.04,Inventory Balance / Availability,Enterprise Grid,receipts|issues|reservations,Quote / fulfilment,"Location, quantity and timestamp",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-003,Trade Customer Quote,NATIVE,Operate,Party|Quote|Product,F07,F07.04,Quotation,Object Workspace,customer request|catalogue|price|availability,Sales order,"Lines, price, validity and terms",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-004,Sales Order / Trade Account Order,NATIVE,Operate,Party|Order|Product,F07|F10,F07.05|F10.07,Sales Order,Object Workspace|Enterprise Grid,accepted quote|customer account|stock,Pick / delivery / invoice,"Customer, lines, terms and authority",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-005,Pick / Dispatch Record,NATIVE,Operate,Order|Inventory|Branch,F10,F10.07,Pick / Dispatch,Field/Mobile composition,sales order|stock,Delivery / collection,"Picked items, quantities and handler",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-006,Delivery / Collection Note,NATIVE,Operate,Order|Party|Delivery,F10,F10.07,Delivery / Collection Record,Field/Mobile composition,dispatch|vehicle/customer,Invoice / customer receipt,"Items, time, recipient and proof",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-007,Return / Credit Case,NATIVE,Operate,Order|Product|Party,F07|F10,F07.06|F10.07,Return / Credit Case,Case Workspace,delivery|product|reason,Stock / credit / supplier claim,"Item, condition, reason and disposition",candidate-revalidation
JOB-MERCH,Builders' Merchant,7,Supply Chain & Manufacturing,,gap-no-direct-job-profile,WP-MERCH-008,Trade Invoice / Account Statement,ASSISTED,Operate,Party|Order|Period,F14,F14.06,Invoice / Statement,Assisted Report Generator,orders|deliveries|credits|terms,Accounts receivable / customer,Posted source references and period position,candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-001,Property / Site Inspection Round,NATIVE,Operate,Property|Site|Location|Shift,F22,F22.10,Facilities Inspection / Check,Field/Mobile composition,inspection route|local standards,Work request / incident,"Time, location, observation and photos",candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-002,Reactive Service Request,NATIVE,Operate,Property|Location|Request,F22,F22.10,Service Request,Field/Mobile composition,user report|inspection finding,Work order / contractor,"Issue, priority, location and requester",candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-003,Access / Key / Opening Record,NATIVE,Operate,Property|Space|Access Item|Shift,F22,F22.10,Access / Key Record,Field/Mobile composition,schedule|authorisation,Access accountability,"Issue/return, holder and time",candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-004,Caretaking / Routine Task Record,NATIVE,Operate,Property|Location|Shift,F22,F22.10,Service Execution Record,Field/Mobile composition,task schedule|request,Service completion,"Task, location, time and evidence",candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-005,Minor Maintenance / Work Order Record,NATIVE,Operate,Property|Asset|Work Order,F22,F22.08,Maintenance Work Order,Field/Mobile composition,request|asset|parts,Asset history / completion,"Action, parts, time and technician",candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-006,Incident / Security / Safety Report,NATIVE,Operate,Property|Location|Incident,F23,F23.04,Incident,Field/Mobile composition,event|people|photos,Investigation / action,"Time, location, witnesses and evidence",candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-007,Contractor Attendance / Escort Record,NATIVE,Operate,Property|Supplier|Work Order,F09|F22,F09.06|F22.10,Contractor Attendance Record,Field/Mobile composition,booking|permit|work order,Supplier performance / closeout,"Supplier, arrival/departure and access evidence",candidate-revalidation
JOB-CARE,Caretaker,12,"Facilities, Property & Asset Operations",,gap-no-direct-job-profile,WP-CARE-008,Shift / Property Handover Log,NATIVE,Operate,Property|Shift|Person,F22,F22.10,Shift Handover,My Work|Object Workspace,open requests|incidents|access items,Next shift / facilities manager,"Open items, status and acknowledgement",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-001,Condition Assessment / Object Record,NATIVE,Operate,Heritage Asset|Object|Location,F22,F22.09,Condition Assessment,Field/Mobile composition,asset/object identity|historic information,Conservation plan,"Condition, photos, date and assessor",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-002,Conservation / Treatment Plan,NATIVE,Operate,Heritage Asset|Object|Project,F22|F27,F22.01|F27.04,Conservation Plan,Object Workspace,condition|significance|materials|constraints,Treatment authorisation,"Approved method, stages and responsibilities",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-003,Treatment / Intervention Record,NATIVE,Operate,Heritage Asset|Object|Activity,F27,F27.06,Treatment / Execution Record,Field/Mobile composition,approved plan|materials|tools,QA / updated condition,"Actions, operator, dates and before/after evidence",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-004,Material / Provenance Record,NATIVE,Enterprise Data,Heritage Asset|Material|Source,F10|F22,F10.05|F22.06,Material / Provenance Record,Enterprise Grid,procurement|historic samples|supplier data,Treatment record / archive,"Source, batch, composition and usage",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-005,Conservation Photo / Evidence Set,NATIVE,Operate,Heritage Asset|Object|Information Container,F26,F26.05,Evidence / Information Container,Viewer Workspace,condition|treatment stages,Report / archive,"Date, viewpoint, stage and provenance",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-006,Conservation Quality / Review Record,NATIVE,Operate,Heritage Asset|Treatment|Review,F13,F13.04,Inspection / Review,Object Workspace,plan|treatment|criteria,Acceptance / corrective action,"Reviewer, findings and disposition",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-007,Conservation Exception / Damage Case,NATIVE,Operate,Heritage Asset|Object|Finding,F13|F20,F13.05|F20.03,Conservation Case / Finding,Case Workspace,damage|unexpected condition|treatment issue,Revised plan / decision,"Evidence, options, decision and closure",candidate-revalidation
JOB-CONS,Conservator,21,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-CONS-008,Conservation Completion / Archive Report,ASSISTED,Operate,Heritage Asset|Project|Archive,F22|F26,F22.06|F26.06,Conservation Report / Archive Package,Assisted Report Generator,condition|plan|treatment|materials|photos|reviews,Owner / curator / archive,"Source manifest, final condition and stewardship",candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-001,Daily Task / Work Allocation,NATIVE,Deliver,Project|Site|Work Package|Shift,F27,F27.06,Task Allocation,My Work|Field/Mobile composition,supervisor allocation|location|method,Execution,"Assigned task, location and shift",candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-002,Induction / Briefing Acknowledgement,NATIVE,Deliver,Site|Person|Shift,F23,F23.01,Induction / Briefing Evidence,Field/Mobile composition,site induction|toolbox talk|RAMS,Authorised participation,"Person, briefing revision and time",candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-003,Pre-Task / Area Check,NATIVE,Deliver,Site|Location|Task,F23,F23.02,Pre-Task Check,Field/Mobile composition,task|area|controls,Start / escalation,Observed conditions and exceptions,candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-004,Labour / Time Record,NATIVE,Deliver,Person|Project|Shift|Activity,F15|F27,F15.10|F27.06,Time / Attendance Record,Field/Mobile composition,shift|task allocation,Payroll / job cost,"Person, time, activity and approval",candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-005,Material / Equipment Movement Record,NATIVE,Deliver,Site|Material|Equipment|Location,F10|F22,F10.05|F22.06,Material / Equipment Movement,Field/Mobile composition,instruction|stock|equipment,Work execution / inventory,"Item, quantity, from/to and handler",candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-006,Task Progress / Completion Record,NATIVE,Deliver,Task|Location|Work Package,F27,F27.06,Progress Record,Field/Mobile composition,task allocation|work completed,Supervisor / project progress,"Quantity/status, time and evidence",candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-007,Hazard / Incident / Near Miss Report,NATIVE,Deliver,Site|Location|Person|Incident,F23,F23.04,Incident / Hazard Report,Field/Mobile composition,event|observation,Investigation / action,"Time, location, description and evidence",candidate-revalidation
JOB-LAB,Construction Labourer,23,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-LAB-008,Shift Handover / Open Item Record,NATIVE,Deliver,Site|Shift|Task,F27,F27.06,Shift Handover,My Work|Field/Mobile composition,progress|issues|materials,Next shift / supervisor,"Status, open items and acknowledgement",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-001,Plant Inspection / Diagnostic Record,NATIVE,Operate,Asset|Site|Work Order,F22,F22.09,Asset Inspection / Diagnostic,Field/Mobile composition,asset history|operator defect|inspection criteria,Maintenance work,"Symptoms, readings and mechanic",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-002,Maintenance Work Order,NATIVE,Operate,Asset|Work Order|Site,F22,F22.08,Maintenance Work Order,Field/Mobile composition,defect|service schedule|priority,Repair / service,"Authorised scope, dates and assignee",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-003,Parts / Consumables Issue,NATIVE,Operate,Asset|Work Order|Material,F10|F22,F10.05|F22.08,Parts Issue / Consumption,Enterprise Grid,work order|stock|part identity,Repair / inventory / cost,"Part, quantity, batch/serial and asset",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-004,Repair / Service Record,NATIVE,Operate,Asset|Work Order,F22,F22.08,Maintenance Execution Record,Field/Mobile composition,work order|parts|method,Test / asset history,"Work performed, mechanic and configuration",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-005,Post-Repair Test / Inspection,NATIVE,Operate,Asset|Work Order,F13|F22,F13.04|F22.09,Inspection / Functional Test,Field/Mobile composition,repair|test criteria,Release / further work,"Measurements, result and tester",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-006,Plant Defect / Failure Analysis,NATIVE,Operate,Asset|Failure|Work Order,F22|F20,F22.09|F20.03,Failure / Defect Case,Case Workspace,breakdown|history|parts|conditions,Corrective action / reliability,"Cause, evidence and disposition",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-007,Plant Service History / Meter Update,NATIVE,Enterprise Data,Asset|Meter|Service Event,F22,F22.06,Asset Service History,Object Workspace,service record|meter reading,Next service / lifecycle,"Meter, date, service type and provenance",candidate-revalidation
JOB-PLMECH,Construction Plant Mechanic,25,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-PLMECH-008,Plant Release / Return-to-Service Record,NATIVE,Operate,Asset|Site|Work Order,F22,F22.08,Return-to-Service Decision,Decision Workspace,completed work|test|open defects,Operations / allocation,"Release authority, restrictions and evidence",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-001,Lift / Task Allocation,NATIVE,Deliver,Project|Site|Lift|Plant,F27,F27.06,Lift / Task Allocation,My Work|Field/Mobile composition,lift plan|programme|plant allocation,Pre-lift check,"Crane, operator, lift, time and location",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-002,Lift Plan / Briefing Acknowledgement,NATIVE,Deliver,Lift|Person|Site,F23|F26,F23.02|F26.05,Briefing / Control Evidence,Field/Mobile composition,lift plan|RAMS|permit,Authorised lift,"Exact revision, operator and acknowledgement",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-003,Crane Pre-Use Inspection,NATIVE,Deliver,Asset|Site|Shift,F22|F23,F22.09|F23.03,Pre-Use Inspection,Field/Mobile composition,asset|inspection checklist,Operation / defect,"Checks, result and operator",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-004,Lift Execution Log,NATIVE,Deliver,Lift|Asset|Shift|Location,F27,F27.06,Lift Execution Record,Field/Mobile composition,allocation|lift plan|load,Progress / evidence,"Load, time, location and operator",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-005,Crane Hours / Utilisation Record,NATIVE,Deliver,Asset|Project|Shift,F22,F22.09,Plant Utilisation Record,Field/Mobile composition,meter start/end|task,Cost / maintenance,"Hours, task and operator",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-006,Crane Defect / Out-of-Service Record,NATIVE,Operate,Asset|Defect|Site,F22,F22.08,Plant Defect,Field/Mobile composition,pre-use check|operation event,Maintenance work order,"Symptoms, safe state and evidence",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-007,Lift Incident / Near Miss Report,NATIVE,Deliver,Lift|Site|Incident,F23,F23.04,Incident,Field/Mobile composition,event|people|photos,Investigation / action,"Time, location, witnesses and evidence",candidate-revalidation
JOB-CRANE,Crane Driver,28,"Plant, Equipment & Specialist Operations",,gap-no-direct-job-profile,WP-CRANE-008,Shift / Plant Handover Record,NATIVE,Deliver,Asset|Shift|Person,F22,F22.09,Plant Handover,Field/Mobile composition,hours|defects|open lifts,Next operator / supervisor,"Condition, open issues and acknowledgement",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-001,Demolition Task / Work Pack,ASSISTED,Deliver,Project|Site|Work Package,F27|F26,F27.06|F26.05,Work Package / Task Pack,Assisted Report Generator,demolition plan|drawings|method|survey,Execution,"Exact scope, sequence and information revisions",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-002,Permit / Hazard Control Acknowledgement,NATIVE,Deliver,Site|Work Package|Person,F23,F23.05,Permit / Control Record,Field/Mobile composition,permit|RAMS|hazard survey,Authorised start,"Control revision, person and time",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-003,Pre-Demolition Area / Service Check,NATIVE,Deliver,Site|Location|Work Package,F23|F22,F23.02|F22.06,Pre-Start / Isolation Check,Field/Mobile composition,service information|hazard data|area,Execution / escalation,"Checks, isolations and exceptions",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-004,Demolition Execution / Progress Record,NATIVE,Deliver,Work Package|Location|Shift,F27,F27.06,Execution / Progress Record,Field/Mobile composition,task|plant|crew,Project progress,"Quantity/status, time and evidence",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-005,Waste / Material Segregation Record,NATIVE,Deliver,Site|Waste|Material|Work Package,F23,F23.08,Waste / Resource Evidence,Field/Mobile composition,demolition output|classification,Reuse / disposal / compliance,"Material, quantity, route and evidence",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-006,Demolition Plant / Resource Usage,NATIVE,Deliver,Work Package|Plant|Shift,F22|F27,F22.09|F27.06,Plant / Resource Usage,Field/Mobile composition,allocation|task,Cost / maintenance,"Asset, hours, task and operator",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-007,Hazardous Material / Incident Exception,NATIVE,Deliver,Site|Location|Finding,F23|F20,F23.04|F20.03,Incident / Compliance Case,Case Workspace,unexpected material|event|survey,Stop / investigate / remediate,"Evidence, safe state and disposition",candidate-revalidation
JOB-DEMO,Demolition Operative,29,Site Delivery & Construction Management,,gap-no-direct-job-profile,WP-DEMO-008,Area Clearance / Handover Record,NATIVE,Deliver,Site|Location|Work Package,F13|F27,F13.08|F27.08,Completion / Handover Record,Field/Mobile composition,completed demolition|waste records|open items,Next works / project,"Clearance, acceptance and residual issues",candidate-revalidation
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-001,Landscape Job / Site Work Plan,NATIVE,Deliver,Project|Site|Area,F27,F27.06,Work Plan / Task Pack,Object Workspace,design|scope|site condition,Resource allocation / execution,"Scope, sequence, location and dates",candidate-revalidation
JOB-LAND,Landscaper,52,"Heritage, Conservation & Landscape",,gap-no-direct-job-profile,WP-LAND-002,Site Measure / Setting-Out Record,NATIVE,Deliver,Site|Area|Location,F27|F26,F27.06|F26.05,Measurement / Set-Out Record,Field/Mobile composition,plan|survey|dimensions,Materials / execution,Measured/set-out points and evidence,candidate-revalidation
