job_execution_contract_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,lifecycle_stages,specialist_capabilities,primary_structured_records,current_market_work_pattern,nublox_native_requirement,employment_position_rule,deployment_purpose_rule,native_engine_composition_state,canonical_object_mapping_state,work_product_mapping_state,workspace_acceptance_state,effective_date
ERP-CBE-JP-070,CBE-JP-070,Solar panel installer,D09,F05;F12;F13;F22;F23;F26;F27,Retrofit/Installation; Maintenance,Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance,Survey; quotes; equipment records; commissioning/test records,"Perform Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance using specialist authoring, calculation, field or business systems; create and exchange Survey; quotes; equipment records; commissioning/test records.","Provide native job workspace for Survey; system sizing/design inputs; quote; installation; testing; commissioning; maintenance; create/control Survey; quotes; equipment records; commissioning/test records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-071,CBE-JP-071,Steel erector,D07,F09;F10;F12;F13;F23;F26;F27,Structural construction,Work packs; lifts; sequence; members; bolts/connections; inspections; progress,Work packs; member records; inspection records; photos,"Perform Work packs; lifts; sequence; members; bolts/connections; inspections; progress using specialist authoring, calculation, field or business systems; create and exchange Work packs; member records; inspection records; photos.","Provide native job workspace for Work packs; lifts; sequence; members; bolts/connections; inspections; progress; create/control Work packs; member records; inspection records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-072,CBE-JP-072,Steel fixer,D07,F09;F10;F12;F13;F23;F26;F27,Structural construction,Bar schedules/reference; work areas; installation; checks; progress,Work orders; reinforcement records; inspections; photos,"Perform Bar schedules/reference; work areas; installation; checks; progress using specialist authoring, calculation, field or business systems; create and exchange Work orders; reinforcement records; inspections; photos.","Provide native job workspace for Bar schedules/reference; work areas; installation; checks; progress; create/control Work orders; reinforcement records; inspections; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-073,CBE-JP-073,Steeplejack,D11,F09;F10;F11;F12;F13;F22;F23;F26;F27,Maintenance / Specialist works,Access planning; inspection; repair; maintenance; lightning protection records; photos,Inspection reports; work orders; test records; photos,"Perform Access planning; inspection; repair; maintenance; lightning protection records; photos using specialist authoring, calculation, field or business systems; create and exchange Inspection reports; work orders; test records; photos.","Provide native job workspace for Access planning; inspection; repair; maintenance; lightning protection records; photos; create/control Inspection reports; work orders; test records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-074,CBE-JP-074,Stonemason,D13,F05;F12;F13;F19;F22;F23;F26;F27,Construction; Conservation,Survey/template; fabrication; installation; conservation repair; material traceability,Templates; work orders; material records; photos,"Perform Survey/template; fabrication; installation; conservation repair; material traceability using specialist authoring, calculation, field or business systems; create and exchange Templates; work orders; material records; photos.","Provide native job workspace for Survey/template; fabrication; installation; conservation repair; material traceability; create/control Templates; work orders; material records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-075,CBE-JP-075,Structural engineer,D02,F05;F13;F19;F23;F26;F27,Design; Construction,Structural analysis; calculations; drawings; specifications; design changes; inspections,Calculations; models; drawings; specifications; inspection records,"Perform Structural analysis; calculations; drawings; specifications; design changes; inspections using specialist authoring, calculation, field or business systems; create and exchange Calculations; models; drawings; specifications; inspection records.","Provide native job workspace for Structural analysis; calculations; drawings; specifications; design changes; inspections; create/control Calculations; models; drawings; specifications; inspection records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-076,CBE-JP-076,Surveying technician,D03,F05;F07;F14;F19;F22;F26;F27,Survey; Design; Construction,Survey support; site data; measurements; drawings; records; inspections,Survey data; drawings; schedules; reports,"Perform Survey support; site data; measurements; drawings; records; inspections using specialist authoring, calculation, field or business systems; create and exchange Survey data; drawings; schedules; reports.","Provide native job workspace for Survey support; site data; measurements; drawings; records; inspections; create/control Survey data; drawings; schedules; reports as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-077,CBE-JP-077,Thermal insulation engineer,D09,F05;F12;F13;F22;F23;F26;F27,Installation; Completion,Take-off; materials; installation; quality checks; completion evidence,Work orders; material usage; inspection records; photos,"Perform Take-off; materials; installation; quality checks; completion evidence using specialist authoring, calculation, field or business systems; create and exchange Work orders; material usage; inspection records; photos.","Provide native job workspace for Take-off; materials; installation; quality checks; completion evidence; create/control Work orders; material usage; inspection records; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-078,CBE-JP-078,Tiler,D07,F09;F10;F12;F13;F23;F26;F27,Finishes,Measure; estimate; layout; materials; installation; snagging,Quotes; work orders; material usage; photos,"Perform Measure; estimate; layout; materials; installation; snagging using specialist authoring, calculation, field or business systems; create and exchange Quotes; work orders; material usage; photos.","Provide native job workspace for Measure; estimate; layout; materials; installation; snagging; create/control Quotes; work orders; material usage; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-079,CBE-JP-079,Town planner,D05,F05;F17;F19;F22;F26;F27,Feasibility; Planning,Planning cases; policy/constraints; consultations; site appraisal; reports; decisions tracking,Applications/cases; consultation records; reports; spatial data,"Perform Planning cases; policy/constraints; consultations; site appraisal; reports; decisions tracking using specialist authoring, calculation, field or business systems; create and exchange Applications/cases; consultation records; reports; spatial data.","Provide native job workspace for Planning cases; policy/constraints; consultations; site appraisal; reports; decisions tracking; create/control Applications/cases; consultation records; reports; spatial data as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-080,CBE-JP-080,Town planning assistant,D05,F05;F17;F19;F22;F26;F27,Planning,Application processing; data gathering; plans; consultations; case administration,Case records; plans; consultation records,"Perform Application processing; data gathering; plans; consultations; case administration using specialist authoring, calculation, field or business systems; create and exchange Case records; plans; consultation records.","Provide native job workspace for Application processing; data gathering; plans; consultations; case administration; create/control Case records; plans; consultation records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-081,CBE-JP-081,Transport planner,D05,F05;F17;F19;F22;F26;F27,Feasibility; Planning; Design,Demand/network analysis; options; modelling; consultation; reports; programme interfaces,Models; datasets; option reports; plans,"Perform Demand/network analysis; options; modelling; consultation; reports; programme interfaces using specialist authoring, calculation, field or business systems; create and exchange Models; datasets; option reports; plans.","Provide native job workspace for Demand/network analysis; options; modelling; consultation; reports; programme interfaces; create/control Models; datasets; option reports; plans as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-082,CBE-JP-082,Water network operative,D12,F09;F10;F12;F13;F22;F23;F26;F27,Infrastructure construction; Maintenance,Work orders; network asset location; repairs; leakage; tests; reinstatement; as-builts,Job packs; network records; test results; as-builts,"Perform Work orders; network asset location; repairs; leakage; tests; reinstatement; as-builts using specialist authoring, calculation, field or business systems; create and exchange Job packs; network records; test results; as-builts.","Provide native job workspace for Work orders; network asset location; repairs; leakage; tests; reinstatement; as-builts; create/control Job packs; network records; test results; as-builts as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-083,CBE-JP-083,Welder,D14,F07;F09;F10;F11;F13;F14;F26;F27,Fabrication; Construction,Work packs; weld procedures/references; material traceability; weld logs; inspections; repairs,Weld logs; material records; inspection/NDT references; work orders,"Perform Work packs; weld procedures/references; material traceability; weld logs; inspections; repairs using specialist authoring, calculation, field or business systems; create and exchange Weld logs; material records; inspection/NDT references; work orders.","Provide native job workspace for Work packs; weld procedures/references; material traceability; weld logs; inspections; repairs; create/control Weld logs; material records; inspection/NDT references; work orders as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
ERP-CBE-JP-084,CBE-JP-084,Wood machinist,D14,F07;F09;F10;F11;F13;F14;F26;F27,Manufacture,Cut lists; machine jobs; BOM/material stock; quality; production output,Cut lists; work orders; material records; QC records,"Perform Cut lists; machine jobs; BOM/material stock; quality; production output using specialist authoring, calculation, field or business systems; create and exchange Cut lists; work orders; material records; QC records.","Provide native job workspace for Cut lists; machine jobs; BOM/material stock; quality; production output; create/control Cut lists; work orders; material records; QC records as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it.",PERSON_EXECUTES_THROUGH_ACTIVE_POSITION_JOB_PROFILE_AND_CONTEXTUAL_DEPLOYMENT,RUNTIME_DEPLOYMENT_PURPOSE__FUNCTIONAL_GOVERNANCE_OR_FUNCTIONAL_DELIVERY,TO_MAP_TO_NATIVE_ENGINES,TO_MAP_TO_CANONICAL_OBJECTS,SOURCE_STRUCTURED_RECORDS_IDENTIFIED__GOVERNED_OUTPUT_MAPPING_REQUIRED,NOT_ACCEPTED_UNTIL_JOB_CAN_BE_PERFORMED_END_TO_END_IN_NUBLOX,2026-09-24
