activity_id,workspace,subfunction_id,subfunction,activity,aggregate_id,object_model_id,object_name,action,access_mode,approval_required,decision_required,evidence_required,secondary_aggregates
F22.13.A03,F22,F22.13,Utilities Management,optimise consumption,AGG-17-UTILITY-ACCOUNT,OPS-UTILITY-ACCOUNT,Utility Account / Consumption,execute,command,false,false,true,AGG-20-CARBON|AGG-17-SERVICE
F22.14.A01,F22,F22.14,Asset Disposal,Assess condition,AGG-16-SPATIAL-ASSET,CBO-ASSET,Asset Disposal,review,command,false,false,true,AGG-28-RETENTION
F22.14.A02,F22,F22.14,Asset Disposal,approve disposal,AGG-16-SPATIAL-ASSET,CBO-ASSET,Asset Disposal,approve,command,true,true,true,AGG-28-RETENTION
F22.14.A03,F22,F22.14,Asset Disposal,sell/recycle,AGG-16-SPATIAL-ASSET,CBO-ASSET,Asset Disposal,execute,command,false,false,true,AGG-28-RETENTION
F22.14.A04,F22,F22.14,Asset Disposal,remove asset record,AGG-16-SPATIAL-ASSET,CBO-ASSET,Asset Disposal,execute,command,false,false,true,AGG-28-RETENTION
F23.01.A01,F23,F23.01,H&S Management,Establish safety framework,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,create,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.01.A02,F23,F23.01,H&S Management,policies,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,execute,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.01.A03,F23,F23.01,H&S Management,objectives,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,execute,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.01.A04,F23,F23.01,H&S Management,responsibilities,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,execute,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.02.A01,F23,F23.02,Hazard Identification,Identify hazards,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,analyse,query,false,false,false,AGG-21-RISK|AGG-13-QUALITY
F23.02.A02,F23,F23.02,Hazard Identification,assess risk,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,review,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.02.A03,F23,F23.02,Hazard Identification,establish controls,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,create,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.03.A01,F23,F23.03,Workplace Inspections,Schedule inspection,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,allocate,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.03.A02,F23,F23.03,Workplace Inspections,inspect,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,review,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.03.A03,F23,F23.03,Workplace Inspections,record findings,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,record,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.03.A04,F23,F23.03,Workplace Inspections,assign corrective actions,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,allocate,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.04.A01,F23,F23.04,Incident Management,Report incident,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,execute,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.04.A02,F23,F23.04,Incident Management,investigate,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,analyse,query,false,false,false,AGG-21-RISK|AGG-13-QUALITY
F23.04.A03,F23,F23.04,Incident Management,root cause,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,execute,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.04.A04,F23,F23.04,Incident Management,corrective action,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,change,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.05.A01,F23,F23.05,Occupational Health,Assess exposure,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,review,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.05.A02,F23,F23.05,Occupational Health,conduct surveillance,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,execute,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.05.A03,F23,F23.05,Occupational Health,manage workplace health programmes,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,configure,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.06.A01,F23,F23.06,Permit-to-work,Request permit,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,execute,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.06.A02,F23,F23.06,Permit-to-work,assess hazards,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,review,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.06.A03,F23,F23.06,Permit-to-work,approve,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,approve,command,true,true,true,AGG-21-RISK|AGG-13-QUALITY
F23.06.A04,F23,F23.06,Permit-to-work,monitor,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,monitor,query,false,false,false,AGG-21-RISK|AGG-13-QUALITY
F23.06.A05,F23,F23.06,Permit-to-work,close,AGG-13-INCIDENT,QHSE-INCIDENT,H&S / Incident / Permit,close,command,false,false,true,AGG-21-RISK|AGG-13-QUALITY
F23.07.A01,F23,F23.07,Environmental Management,Identify impacts,AGG-21-COMPLIANCE-REQUIREMENT,QHSE-COMPLIANCE-REQUIREMENT,Environmental Compliance,analyse,query,false,false,false,AGG-20-CARBON|AGG-21-CONTROL
F23.07.A02,F23,F23.07,Environmental Management,monitor compliance,AGG-21-COMPLIANCE-REQUIREMENT,QHSE-COMPLIANCE-REQUIREMENT,Environmental Compliance,monitor,query,false,false,false,AGG-20-CARBON|AGG-21-CONTROL
F23.07.A03,F23,F23.07,Environmental Management,implement controls,AGG-21-COMPLIANCE-REQUIREMENT,QHSE-COMPLIANCE-REQUIREMENT,Environmental Compliance,execute,command,false,false,true,AGG-20-CARBON|AGG-21-CONTROL
F23.08.A01,F23,F23.08,Waste Management,Classify waste,AGG-20-WASTE-CONSIGNMENT,QHSE-WASTE-CONSIGNMENT,Waste / Resource Evidence,execute,command,false,false,true,AGG-20-RESOURCE-OUTCOME
F23.08.A02,F23,F23.08,Waste Management,store,AGG-20-WASTE-CONSIGNMENT,QHSE-WASTE-CONSIGNMENT,Waste / Resource Evidence,execute,command,false,false,true,AGG-20-RESOURCE-OUTCOME
F23.08.A03,F23,F23.08,Waste Management,transport,AGG-20-WASTE-CONSIGNMENT,QHSE-WASTE-CONSIGNMENT,Waste / Resource Evidence,execute,command,false,false,true,AGG-20-RESOURCE-OUTCOME
F23.08.A04,F23,F23.08,Waste Management,recycle,AGG-20-WASTE-CONSIGNMENT,QHSE-WASTE-CONSIGNMENT,Waste / Resource Evidence,execute,command,false,false,true,AGG-20-RESOURCE-OUTCOME
F23.08.A05,F23,F23.08,Waste Management,dispose,AGG-20-WASTE-CONSIGNMENT,QHSE-WASTE-CONSIGNMENT,Waste / Resource Evidence,retire,command,false,false,true,AGG-20-RESOURCE-OUTCOME
F23.08.A06,F23,F23.08,Waste Management,record,AGG-20-WASTE-CONSIGNMENT,QHSE-WASTE-CONSIGNMENT,Waste / Resource Evidence,record,command,false,false,true,AGG-20-RESOURCE-OUTCOME
F23.09.A01,F23,F23.09,Carbon Management,Calculate emissions,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,analyse,query,false,false,false,AGG-02-PERFORMANCE
F23.09.A02,F23,F23.09,Carbon Management,establish baseline,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,create,command,false,false,true,AGG-02-PERFORMANCE
F23.09.A03,F23,F23.09,Carbon Management,set target,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,create,command,false,false,true,AGG-02-PERFORMANCE
F23.09.A04,F23,F23.09,Carbon Management,implement reductions,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,execute,command,false,false,true,AGG-02-PERFORMANCE
F23.10.A01,F23,F23.10,Energy Management,Measure energy,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,monitor,query,false,false,false,AGG-02-PERFORMANCE
F23.10.A02,F23,F23.10,Energy Management,identify efficiency measures,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,analyse,query,false,false,false,AGG-02-PERFORMANCE
F23.10.A03,F23,F23.10,Energy Management,implement,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,execute,command,false,false,true,AGG-02-PERFORMANCE
F23.10.A04,F23,F23.10,Energy Management,verify savings,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,review,command,false,false,true,AGG-02-PERFORMANCE
F23.11.A01,F23,F23.11,Sustainability Strategy,Establish ESG objectives,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,create,command,false,false,true,AGG-02-PERFORMANCE
F23.11.A02,F23,F23.11,Sustainability Strategy,initiatives,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,execute,command,false,false,true,AGG-02-PERFORMANCE
F23.11.A03,F23,F23.11,Sustainability Strategy,commitments,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,execute,command,false,false,true,AGG-02-PERFORMANCE
F23.12.A01,F23,F23.12,ESG Reporting,Collect metrics,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,receive,command,false,false,true,AGG-02-PERFORMANCE
F23.12.A02,F23,F23.12,ESG Reporting,validate,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,review,command,false,false,true,AGG-02-PERFORMANCE
F23.12.A03,F23,F23.12,ESG Reporting,calculate,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,analyse,query,false,false,false,AGG-02-PERFORMANCE
F23.12.A04,F23,F23.12,ESG Reporting,disclose,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,execute,command,false,false,true,AGG-02-PERFORMANCE
F23.12.A05,F23,F23.12,ESG Reporting,assure,AGG-20-CARBON,SUS-CARBON-ASSESSMENT,Carbon / Sustainability Performance,execute,command,false,false,true,AGG-02-PERFORMANCE
F23.13.A01,F23,F23.13,Sustainable Supply Chain,Establish supplier requirements,AGG-20-RESPONSIBLE-PROCUREMENT,SUS-RESPONSIBLE-PROCUREMENT,Responsible Procurement,create,command,false,false,true,AGG-09-SOURCING|AGG-20-RESOURCE-OUTCOME
F23.13.A02,F23,F23.13,Sustainable Supply Chain,assess supplier ESG,AGG-20-RESPONSIBLE-PROCUREMENT,SUS-RESPONSIBLE-PROCUREMENT,Responsible Procurement,review,command,false,false,true,AGG-09-SOURCING|AGG-20-RESOURCE-OUTCOME
F23.13.A03,F23,F23.13,Sustainable Supply Chain,remediate,AGG-20-RESPONSIBLE-PROCUREMENT,SUS-RESPONSIBLE-PROCUREMENT,Responsible Procurement,execute,command,false,false,true,AGG-09-SOURCING|AGG-20-RESOURCE-OUTCOME
F23.14.A01,F23,F23.14,Environmental Compliance,Monitor permits,AGG-21-COMPLIANCE-REQUIREMENT,QHSE-COMPLIANCE-REQUIREMENT,Environmental Compliance,monitor,query,false,false,false,AGG-20-CARBON|AGG-21-CONTROL
F23.14.A02,F23,F23.14,Environmental Compliance,sample/test,AGG-21-COMPLIANCE-REQUIREMENT,QHSE-COMPLIANCE-REQUIREMENT,Environmental Compliance,execute,command,false,false,true,AGG-20-CARBON|AGG-21-CONTROL
F23.14.A03,F23,F23.14,Environmental Compliance,submit returns,AGG-21-COMPLIANCE-REQUIREMENT,QHSE-COMPLIANCE-REQUIREMENT,Environmental Compliance,submit,command,false,false,true,AGG-20-CARBON|AGG-21-CONTROL
F23.14.A04,F23,F23.14,Environmental Compliance,correct non-compliance,AGG-21-COMPLIANCE-REQUIREMENT,QHSE-COMPLIANCE-REQUIREMENT,Environmental Compliance,change,command,false,false,true,AGG-20-CARBON|AGG-21-CONTROL
F24.01.A01,F24,F24.01,Business Continuity Governance,Establish BC framework,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,create,command,false,false,true,AGG-24-TECHNOLOGY
F24.01.A02,F24,F24.01,Business Continuity Governance,policies,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.01.A03,F24,F24.01,Business Continuity Governance,ownership,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.01.A04,F24,F24.01,Business Continuity Governance,review cycle,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,review,command,false,false,true,AGG-24-TECHNOLOGY
F24.02.A01,F24,F24.02,Business Impact Analysis,Identify critical activities,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,analyse,query,false,false,false,AGG-24-TECHNOLOGY
F24.02.A02,F24,F24.02,Business Impact Analysis,dependencies,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.02.A03,F24,F24.02,Business Impact Analysis,impact,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.02.A04,F24,F24.02,Business Impact Analysis,recovery objectives,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.03.A01,F24,F24.03,Continuity Planning,Develop response/recovery strategies,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,create,command,false,false,true,AGG-24-TECHNOLOGY
F24.03.A02,F24,F24.03,Continuity Planning,document plans,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,record,command,false,false,true,AGG-24-TECHNOLOGY
F24.03.A03,F24,F24.03,Continuity Planning,assign roles,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,allocate,command,false,false,true,AGG-24-TECHNOLOGY
F24.04.A01,F24,F24.04,Continuity Testing,Design exercise,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.04.A02,F24,F24.04,Continuity Testing,simulate disruption,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.04.A03,F24,F24.04,Continuity Testing,evaluate response,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,review,command,false,false,true,AGG-24-TECHNOLOGY
F24.04.A04,F24,F24.04,Continuity Testing,remediate gaps,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.05.A01,F24,F24.05,Crisis Management,Detect crisis,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,execute,command,false,false,true,AGG-25-COMMUNICATIONS
F24.05.A02,F24,F24.05,Crisis Management,activate team,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,execute,command,false,false,true,AGG-25-COMMUNICATIONS
F24.05.A03,F24,F24.05,Crisis Management,assess severity,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,review,command,false,false,true,AGG-25-COMMUNICATIONS
F24.05.A04,F24,F24.05,Crisis Management,coordinate response,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,execute,command,false,false,true,AGG-25-COMMUNICATIONS
F24.06.A01,F24,F24.06,Emergency Response,Raise alarm,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,create,command,false,false,true,AGG-25-COMMUNICATIONS
F24.06.A02,F24,F24.06,Emergency Response,evacuate,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,execute,command,false,false,true,AGG-25-COMMUNICATIONS
F24.06.A03,F24,F24.06,Emergency Response,account for people,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,execute,command,false,false,true,AGG-25-COMMUNICATIONS
F24.06.A04,F24,F24.06,Emergency Response,contact emergency services,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,execute,command,false,false,true,AGG-25-COMMUNICATIONS
F24.07.A01,F24,F24.07,Crisis Communications,Prepare messaging,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,execute,command,false,false,true,AGG-25-COMMUNICATIONS
F24.07.A02,F24,F24.07,Crisis Communications,approve,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,approve,command,true,true,true,AGG-25-COMMUNICATIONS
F24.07.A03,F24,F24.07,Crisis Communications,notify employees/customers/media,AGG-23-CRISIS,BCM-CRISIS,Crisis / Emergency Response,issue,command,false,false,true,AGG-25-COMMUNICATIONS
F24.08.A01,F24,F24.08,Disaster Recovery Coordination,Activate recovery,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.08.A02,F24,F24.08,Disaster Recovery Coordination,restore systems/sites,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,execute,command,false,false,true,AGG-24-TECHNOLOGY
F24.08.A03,F24,F24.08,Disaster Recovery Coordination,validate service,AGG-23-CONTINUITY,BCM-CONTINUITY-PLAN,Continuity / Recovery,review,command,false,false,true,AGG-24-TECHNOLOGY
F24.09.A01,F24,F24.09,Physical Security,Control access,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,configure,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.09.A02,F24,F24.09,Physical Security,monitor premises,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,monitor,query,false,false,false,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.09.A03,F24,F24.09,Physical Security,patrol,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,execute,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.09.A04,F24,F24.09,Physical Security,respond to alarms,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,execute,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.10.A01,F24,F24.10,Visitor Management,Register visitor,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,create,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.10.A02,F24,F24.10,Visitor Management,verify identity,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,review,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.10.A03,F24,F24.10,Visitor Management,approve access,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,approve,command,true,true,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.10.A04,F24,F24.10,Visitor Management,issue/recover pass,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,issue,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.11.A01,F24,F24.11,Security Investigations,Receive allegation,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,receive,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.11.A02,F24,F24.11,Security Investigations,gather evidence,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,execute,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.11.A03,F24,F24.11,Security Investigations,interview,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,execute,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.11.A04,F24,F24.11,Security Investigations,determine outcome,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,analyse,query,false,false,false,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.12.A01,F24,F24.12,Travel Security,Assess destinations,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,review,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.12.A02,F24,F24.12,Travel Security,communicate risks,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,publish,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.12.A03,F24,F24.12,Travel Security,track travellers,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,monitor,query,false,false,false,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F24.12.A04,F24,F24.12,Travel Security,respond to incidents,AGG-23-PHYSICAL-SECURITY-INCIDENT,SEC-PHYSICAL-SECURITY-INCIDENT,Physical / Travel Security,execute,command,false,false,true,AGG-01-AUTHORITY|AGG-18-TRAVEL|AGG-23-CRISIS
F25.01.A01,F25,F25.01,Corporate Communications,Define communication strategy,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,create,command,false,false,true,AGG-07-INFORMATION
F25.01.A02,F25,F25.01,Corporate Communications,develop messaging,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,create,command,false,false,true,AGG-07-INFORMATION
F25.01.A03,F25,F25.01,Corporate Communications,publish communications,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,publish,command,true,true,true,AGG-07-INFORMATION
F25.02.A01,F25,F25.02,Internal Communications,Prepare announcements,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,execute,command,false,false,true,AGG-07-INFORMATION
F25.02.A02,F25,F25.02,Internal Communications,newsletters,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,execute,command,false,false,true,AGG-07-INFORMATION
F25.02.A03,F25,F25.02,Internal Communications,intranet content,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,execute,command,false,false,true,AGG-07-INFORMATION
F25.02.A04,F25,F25.02,Internal Communications,leadership communications,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,execute,command,false,false,true,AGG-07-INFORMATION
F25.03.A01,F25,F25.03,Media Relations,Build media relationships,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,create,command,false,false,true,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.03.A02,F25,F25.03,Media Relations,prepare releases,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,execute,command,true,true,true,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.03.A03,F25,F25.03,Media Relations,respond to enquiries,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,execute,command,false,false,true,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.03.A04,F25,F25.03,Media Relations,organise interviews,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,execute,command,false,false,true,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.04.A01,F25,F25.04,Public Relations,Plan campaigns,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,allocate,command,false,false,true,AGG-07-INFORMATION
F25.04.A02,F25,F25.04,Public Relations,manage reputation,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,configure,command,false,false,true,AGG-07-INFORMATION
F25.04.A03,F25,F25.04,Public Relations,coordinate external communications,AGG-25-COMMUNICATIONS,KRC-COMMS-PLAN,Communications Plan / Item,execute,command,false,false,true,AGG-07-INFORMATION
F25.05.A01,F25,F25.05,Reputation Management,Monitor sentiment,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,monitor,query,false,false,false,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.05.A02,F25,F25.05,Reputation Management,identify issues,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,analyse,query,false,false,false,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.05.A03,F25,F25.05,Reputation Management,develop response,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,create,command,false,false,true,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.05.A04,F25,F25.05,Reputation Management,measure perception,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,monitor,query,false,false,false,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.06.A01,F25,F25.06,Public Affairs,Monitor government activity,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,monitor,query,false,false,false,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.06.A02,F25,F25.06,Public Affairs,analyse policy,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,analyse,query,false,false,false,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.06.A03,F25,F25.06,Public Affairs,engage stakeholders,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,execute,command,false,false,true,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
F25.07.A01,F25,F25.07,Government Relations,Map officials,AGG-25-EXTERNAL-AFFAIRS-ISSUE,KRC-EXTERNAL-AFFAIRS-ISSUE,External Affairs / Media,analyse,query,false,false,false,AGG-03-CUSTOMER-CASE|AGG-25-COMMUNICATIONS
